name,employees,code
skedaddle,27,ITG2
superemme s.p.a. - supermercati pan,26,ITG2
energit,25,ITG2
cagliari calcio,24,ITG2
fluorsid s.p.a.,23,ITG2
"so.ge.a.al. s.p.a., the alghero airport management company",23,ITG2
cedi,22,ITG2
arst spa,21,ITG2
j-service,21,ITG2
faticoni spa,21,ITG2
portovesme srl,21,ITG2
lynx - mystery shop eyes,20,ITG2
meridiana,20,ITG2
italteleco s.r.l.,19,ITG2
assegnatari associati arborea,19,ITG2
mine vaganti ngo,19,ITG2
centro velico caprera,19,ITG2
flosslab srl,18,ITG2
arbatax park resort & spa,18,ITG2
tholos,18,ITG2
mamusa,18,ITG2
thotel cagliari,18,ITG2
icom srl,17,ITG2
icoolhunt/nextatlas,17,ITG2
keller elettromeccanica s.p.a.,17,ITG2
gruppo cfadda,17,ITG2
trading & consulting analyzers srl unipersonale,16,ITG2
f.a. travel t.o. & dmc,16,ITG2
i viaggi di litta,16,ITG2
karel,16,ITG2
logistica mediterranea spa,15,ITG2
termomeccanica energia srl,15,ITG2
igs - institute for global studies,15,ITG2
istituto zooprofilattico sperimentale della sardegna g. pegreffi,15,ITG2
all me,14,ITG2
fratelli ibba - crai sardegna,14,ITG2
aicof s.r.l.,14,ITG2
sogaer spa,13,ITG2
is molas spa,13,ITG2
journal of infection in developing countries,13,ITG2
cruel,13,ITG2
edgar isrl,13,ITG2
sy.a.s. system automation services s.r.l.,12,ITG2
sardinia green island,12,ITG2
u.s. naval support activity nsa,12,ITG2
nautica assistance,12,ITG2
cosmin spa,12,ITG2
alpi fashion magazine,12,ITG2
portocontericerche,12,ITG2
creative digital studio,12,ITG2
my company srl,12,ITG2
smeralda consulting & associati,12,ITG2
dream work,12,ITG2
mv international,12,ITG2
gexcel,11,ITG2
trame,11,ITG2
iti marina hotels & resorts,11,ITG2
scuola civica di musica di nuoro,11,ITG2
ente parco nazionale dell'arcipelago di la maddalena,11,ITG2
siport,11,ITG2
sardegna.com s.r.l.,11,ITG2
nobento s.p.a.,11,ITG2
geasar s.p.a. (olbia costa smeralda airport),11,ITG2
mapi pharma,10,ITG2
guide me right,10,ITG2
ondulor srl,10,ITG2
ats strumentazione,10,ITG2
ial sardegna s.r.l.impresa sociale,10,ITG2
the others.,10,ITG2
dalmec industrial manipulators,44,ITH1
graffiti 2000,24,ITH1
cardioline spa,20,ITH1
highway,19,ITH1
metalsistem s.p.a.,19,ITH1
silvelox spa,19,ITH1
trilogis s.r.l.,15,ITH1
riva del garda fierecongressi,15,ITH1
sg group,13,ITH1
salvadori srl,13,ITH1
adeo group spa,13,ITH1
consorzio melinda sca,12,ITH1
dea flavor eliquid for ecigarette,12,ITH1
italica turismo s.p.a.,11,ITH1
cimec unitn,11,ITH1
sadesign - articoli promozionali creativi,11,ITH1
inbitcoin,11,ITH1
roverplastik spa,10,ITH1
gabrielli & partner,10,ITH1
impact hub trentino,10,ITH1
cosbi,9,ITH1
stet - servizi territoriali est trentino,9,ITH1
thread solutions,9,ITH1
b-italian,8,ITH1
effegilab srl,8,ITH1
camu srl,8,ITH1
lucian s.r.l.,8,ITH1
miorelli service spa a socio unico,7,ITH1
cristoforetti spa,7,ITH1
juniper xs,7,ITH1
effehotels trentino,7,ITH1
neocogita,7,ITH1
istituto ivo de carneri,6,ITH1
circolo vela arco asd,6,ITH1
arwa,6,ITH1
fabrica ludens™,6,ITH1
tweppy srl,6,ITH1
sapes s.p.a.,6,ITH1
ri-legno,5,ITH1
sep società europea plastica,5,ITH1
tecnoprogress s.p.a.,5,ITH1
movitrento soc. coop.,4,ITH1
scuola italiana sci pinzolo,4,ITH1
studio bonamico e farina snc,4,ITH1
intellegit,4,ITH1
bantoa,4,ITH1
sport time srl,4,ITH1
distilleria bertagnolli,4,ITH1
eurotexfilati s.p.a.,4,ITH1
starsystem it srl,4,ITH1
atis manipulators,4,ITH1
macro design studio,3,ITH1
fondazione museo civico di rovereto,3,ITH1
palladium management,3,ITH1
tecnoelettronica riva,3,ITH1
gamade,3,ITH1
filosofia fiscale srl,3,ITH1
zanetti srl,3,ITH1
juventino col papillon,3,ITH1
cdm - centro didattico musicateatrodanza,3,ITH1
oclab,3,ITH1
oficina d'impresa,3,ITH1
wlp srl - dust suppression systems,3,ITH1
latocreativo,3,ITH1
alessandro campetti architetti studio associato,3,ITH1
hotel leon d'oro,3,ITH1
hollander idrotermica,2,ITH1
cooperativa mimosa,2,ITH1
@kip - crib lab,2,ITH1
villa de varda,2,ITH1
cantina sociale roverè della luna s.c.a.,2,ITH1
dolomiti camping village,2,ITH1
ecomuseo argentario,2,ITH1
hpa  - high performance analytics,2,ITH1
green prefab,2,ITH1
trentino eventi &turismo,2,ITH1
greennvest,2,ITH1
witted srl,2,ITH1
hotel cima rosetta ***s,2,ITH1
aurora vision s.r.l.s.,2,ITH1
etiena,2,ITH1
pietra dolomia,2,ITH1
web4hit,2,ITH1
coop sociale villa maria,2,ITH1
global it srl,2,ITH1
imago garage,2,ITH1
provinco italia s.p.a.,2,ITH1
porfido trentino s.r.l.,2,ITH1
studio legale sartori,2,ITH1
levico acque,2,ITH1
green blok s.c.,2,ITH1
bermat,2,ITH1
siwego,2,ITH1
galassi giacomo s.n.c.,2,ITH1
rubiconex srl,2,ITH1
ondanomala,2,ITH1
nbn records,2,ITH1
concierge digitale,2,ITH1
enuwa,2,ITH1
ideal casa s.a.s.,1,ITH1
university of trento,1321,ITH2
provincia autonoma di trento,1090,ITH2
apss trento,986,ITH2
würth italia,549,ITH2
dedagroup,482,ITH2
fercam s.p.a.,434,ITH2
gruppo itas assicurazioni,426,ITH2
arcese,384,ITH2
zobele group,303,ITH2
fondazione bruno kessler - fbk,293,ITH2
fondazione edmund mach,292,ITH2
gruppo gpi,277,ITH2
suedtiroler volksbank,232,ITH2
oberalp group spa. - salewa - dynafit - wild country - pomoca,212,ITH2
dr. schär,210,ITH2
ddway,207,ITH2
thun spa,200,ITH2
eurac research,198,ITH2
socotec uk,148,ITH2
marangoni,130,ITH2
prinoth,129,ITH2
aquafil group,126,ITH2
suedtiroler sparkasse ag,119,ITH2
edizioni centro studi erickson s.p.a.,118,ITH2
pama s.p.a.,112,ITH2
enginsoft,110,ITH2
informatica trentina,104,ITH2
gruber logistics,104,ITH2
technoalpin,99,ITH2
rotho blaas srl,95,ITH2
würth phoenix group,92,ITH2
loacker,90,ITH2
alperia s.p.a.,90,ITH2
derga consulting,89,ITH2
simest spa,89,ITH2
muse - museo delle scienze,83,ITH2
microtec,82,ITH2
phoenix informatica bancaria spa,80,ITH2
durst phototechnik ag,72,ITH2
markas srl,71,ITH2
trentino sviluppo s.p.a.,70,ITH2
sws engineering s.p.a.,67,ITH2
südtirol bank - alto adige banca,61,ITH2
unifarm spa,61,ITH2
cassa centrale banca gruppo bancario,61,ITH2
aldebra s.p.a.,60,ITH2
raiffeisenverband suedtirol,57,ITH2
activa healthcare,56,ITH2
wildix,56,ITH2
stahlbau pichler,55,ITH2
microtec innovating wood,55,ITH2
dana italia,54,ITH2
vetri speciali s.p.a.,54,ITH2
duka,54,ITH2
seac spa,50,ITH2
trentino trasporti s.p.a.,49,ITH2
brennercom,47,ITH2
acs data systems spa,47,ITH2
frener & reifer gmbh,46,ITH2
idm südtirol-alto adige,46,ITH2
schweitzer group,45,ITH2
unifix swg s.r.l.,43,ITH2
rail traction company,43,ITH2
hypertec solution srl,43,ITH2
fbk create-net,42,ITH2
italscania s.p.a.,42,ITH2
moncada energy group,40,ITH2
informatica bancaria trentina,40,ITH2
miele italia srl,39,ITH2
bts biogas srl/gmbh,37,ITH2
xpeppers,37,ITH2
sportler - best in the alps!,37,ITH2
etc engineering srl,36,ITH2
pvb group,35,ITH2
paradigma italia srl,34,ITH2
trentino network,34,ITH2
loacker remedia srl,33,ITH2
cts einaudi,33,ITH2
ferrari f.lli lunelli s.p.a.,33,ITH2
eurocoating spa,32,ITH2
rbn,32,ITH2
sicor s.p.a.,32,ITH2
tsm-trentino school of management,32,ITH2
arrow electronics italia,32,ITH2
julius meinl italia s.p.a.,31,ITH2
gioel s.p.a.,31,ITH2
agenzia per l'energia alto adige - casaclima agentur für energie südtirol - klimahaus,31,ITH2
"istituto tecnico tecnologico ""guglielmo marconi""",30,ITH2
cba group informatica & servizi,30,ITH2
demaclenko,30,ITH2
selva,30,ITH2
ladurner ambiente spa,30,ITH2
sinergis,30,ITH2
farmavision,30,ITH2
s.a.s ivestigation,30,ITH2
lilt lega italiana per la lotta contro i tumori sezione provinciale di trento,28,ITH2
starpool srl,28,ITH2
subaru italia s.p.a.,28,ITH2
cerco lavoro cercolavoro.com,28,ITH2
zeppelin group,28,ITH2
libero  professionista,5926,ITH3
university of padova,4116,ITH3
banco popolare,2698,ITH3
benetton group,2167,ITH3
calzedonia group,2091,ITH3
diesel,2018,ITH3
allianz italia,1842,ITH3
safilo,1333,ITH3
geox,1189,ITH3
banca generali,1104,ITH3
cattolica assicurazioni,1099,ITH3
lidl italia,1095,ITH3
bottega veneta,1087,ITH3
university of verona,1026,ITH3
banca ifis,958,ITH3
permasteelisa spa,913,ITH3
banca popolare di vicenza,848,ITH3
veneto banca,837,ITH3
ovs,831,ITH3
de'longhi,805,ITH3
azienda ospedaliera universitaria integrata verona,685,ITH3
marcolin,580,ITH3
zoppas industries heating element technologies,561,ITH3
regione veneto,537,ITH3
eurospin italia spa,522,ITH3
fabrica,520,ITH3
in job,495,ITH3
gruppo coin spa,487,ITH3
ulss 6 vicenza,487,ITH3
kering eyewear,451,ITH3
umana spa,443,ITH3
telit,427,ITH3
gcs,413,ITH3
illycaffè,394,ITH3
fidia farmaceutici spa,391,ITH3
volkswagen group italia,383,ITH3
carel,382,ITH3
coin,381,ITH3
h-farm,378,ITH3
burgo group,370,ITH3
h-art,361,ITH3
sipa s.p.a.,352,ITH3
università ca' foscari di venezia,327,ITH3
fiamm,324,ITH3
gruppo pam,319,ITH3
vimar spa,317,ITH3
corvallis spa,317,ITH3
elite,309,ITH3
replay,298,ITH3
azienda ulss 8 asolo,297,ITH3
carraro group,295,ITH3
stevanato group,289,ITH3
ufi filters group,283,ITH3
staff international,283,ITH3
pietro fiorentini s.p.a.,277,ITH3
comune di padova,273,ITH3
mérieux nutrisciences italia,271,ITH3
salvagnini,266,ITH3
dobank s.p.a.,263,ITH3
icgeb,259,ITH3
segafredo zanetti,257,ITH3
ulss 5 ovest vicentino,250,ITH3
aldi s.r.l.,247,ITH3
nice spa,247,ITH3
evolution travel,246,ITH3
came spa,245,ITH3
stefanel,240,ITH3
bipensiero,235,ITH3
enaip,233,ITH3
xxxxxxxx,230,ITH3
texa,230,ITH3
doc servizi soc. coop.,229,ITH3
t&t,225,ITH3
berner italia,223,ITH3
f.i.s. - fabbrica italiana sintetici s.p.a.,221,ITH3
tecnomare,218,ITH3
gottardo spa,217,ITH3
genertel,215,ITH3
ligabue group,215,ITH3
askoll,208,ITH3
infracom italia s.p.a.,203,ITH3
istituto oncologico veneto iov - irccs,202,ITH3
università ca' foscari venezia,202,ITH3
lynx s.p.a.,197,ITH3
morellato spa,196,ITH3
dainese s.p.a.,195,ITH3
gemmo s.p.a.,194,ITH3
de rigo s.p.a,194,ITH3
air dolomiti spa,193,ITH3
cromsource,192,ITH3
lotto sport italia spa,189,ITH3
cad it,188,ITH3
'k' fitness,187,ITH3
alpinestars,184,ITH3
breton s.p.a.,184,ITH3
sweden & martina official,183,ITH3
aia spa,182,ITH3
gruppo euris spa,179,ITH3
previnet s.p.a.,179,ITH3
caaf cgil,179,ITH3
danieli,1917,ITH4
fincantieri s.p.a.,1769,ITH4
electrolux professional,855,ITH4
regione autonoma friuli venezia giulia,595,ITH4
university of udine,574,ITH4
university of trieste,503,ITH4
ditta individuale,476,ITH4
rizzani de eccher,388,ITH4
lima corporate,343,ITH4
eurotech,321,ITH4
sissa,282,ITH4
stroili oro group,278,ITH4
insiel,237,ITH4
overit (engineering ingegneria informatica group),203,ITH4
azienda ospedaliero-universitaria di trieste,186,ITH4
wärtsilä italia s.p.a.,181,ITH4
ial fvg,165,ITH4
tbs group spa,142,ITH4
sgm,136,ITH4
codest international s.r.l,119,ITH4
eurocar,115,ITH4
gruppo pittini,112,ITH4
generali investments,111,ITH4
cooperativa sociale itaca,109,ITH4
mangiarotti spa,106,ITH4
fantoni spa,99,ITH4
win-win project,95,ITH4
cigierre - compagnia generale ristorazione spa,91,ITH4
assicom spa,91,ITH4
independent trader,86,ITH4
cesped spa,86,ITH4
savio macchine tessili s.p.a.,86,ITH4
autostar spa,83,ITH4
valcucine,79,ITH4
servizi cgn,77,ITH4
copernico sim s.p.a.,72,ITH4
veolia water technologies italy,72,ITH4
hypo alpe - adria - bank s.p.a.,72,ITH4
casagrande spa,71,ITH4
solari di udine,69,ITH4
friul intagli industries s.p.a.,67,ITH4
fata s.p.a.,67,ITH4
nemo,66,ITH4
idealservice soc. coop.,66,ITH4
istituto nazionale di oceanografia e geofisica sprerimentale,66,ITH4
logyca,64,ITH4
generali real estate,63,ITH4
mi systems,62,ITH4
auta marocchi spa,62,ITH4
asem s.p.a.,61,ITH4
rhoss,58,ITH4
bofrost* italia,58,ITH4
t connect,57,ITH4
beantech,57,ITH4
studio dentistico,57,ITH4
gruppo banca popolare di cividale s.c.p.a.,57,ITH4
mib school of management,53,ITH4
videe s.p.a.,53,ITH4
gruppo partners associates,49,ITH4
odontosalute,48,ITH4
nidec sole motor corporation s.r.l.,48,ITH4
sina,45,ITH4
pilosio spa,44,ITH4
fata epc,42,ITH4
eutron spa,41,ITH4
"generali investments cee, investicní spolecnost, a.s.",39,ITH4
roncadin s.p.a.,38,ITH4
esw,38,ITH4
vda group,37,ITH4
calzavara spa,35,ITH4
tbs it telematic & biomedical services s.r.l.,35,ITH4
pmp industries,35,ITH4
emmeti,34,ITH4
g.i. industrial holding spa,32,ITH4
sereni orizzonti spa,32,ITH4
naturama,30,ITH4
amga - azienda multiservizi s.p.a.,30,ITH4
zanutta,30,ITH4
monte carlo yachts s.p.a.,29,ITH4
tecnest srl,28,ITH4
m-cube s.p.a.,28,ITH4
udinese calcio spa,28,ITH4
l'ippogrifo,28,ITH4
tr  consulting corporation,27,ITH4
comefri group,27,ITH4
rdz s.p.a.,27,ITH4
kalos,26,ITH4
autonord fioretto s.p.a.,26,ITH4
fluentis.com,26,ITH4
fratelli comunello,25,ITH4
medarchiver,25,ITH4
mcz group spa,25,ITH4
<U+730E><U+5934><U+9AD8><U+7BA1> dotto research ® <U+6709><U+9650><U+516C><U+53F8> <U+25CF>  <U+30C9><U+30C3><U+30C8><U+30EA><U+30B5><U+30FC><U+30C1> ® <U+682A><U+5F0F><U+4F1A><U+793E>,24,ITH4
l&s,24,ITH4
acegasapsamga s.p.a.,24,ITH4
confindustria udine,24,ITH4
aquileia capital services s.r.l.,24,ITH4
gruppo palazzetti,23,ITH4
della valentina office spa,23,ITH4
matermacc,23,ITH4
ferrari,3132,ITH5
me stessa,2915,ITH5
unipolsai assicurazioni spa,2684,ITH5
chiesi group,1866,ITH5
university of bologna,1840,ITH5
barilla group,1831,ITH5
dental clinic,1605,ITH5
max mara fashion group,1392,ITH5
maserati,1391,ITH5
bper banca,1389,ITH5
gruppo cariparma crédit agricole,1376,ITH5
bonatti s.p.a.,1317,ITH5
unipol assicurazioni,1313,ITH5
university of modena and reggio emilia,1312,ITH5
credem banca,1169,ITH5
automobili lamborghini s.p.a.,1063,ITH5
datalogic,1043,ITH5
technogym,1036,ITH5
regione emilia-romagna,1009,ITH5
crif,983,ITH5
psicologia,940,ITH5
hera,928,ITH5
comune di bologna,763,ITH5
la perla,702,ITH5
ducati motor holding,693,ITH5
unieuro,680,ITH5
unipol banca,657,ITH5
conad,656,ITH5
coop alleanza 3.0,639,ITH5
sacmi,632,ITH5
scm group spa,618,ITH5
bonfiglioli,573,ITH5
università degli studi di parma,558,ITH5
furla,555,ITH5
manutencoop,541,ITH5
prometeia,509,ITH5
g.d s.p.a.,508,ITH5
maccaferri,494,ITH5
camst group,482,ITH5
cefla,481,ITH5
cse,455,ITH5
marposs,448,ITH5
parmalat italia s.p.a.,443,ITH5
coop adriatica,442,ITH5
coopservice,425,ITH5
impresa pizzarotti & c. s.p.a.,422,ITH5
european food safety authority (efsa),417,ITH5
azienda ospedaliero-universitaria di parma,408,ITH5
cineca,394,ITH5
cedacri,392,ITH5
kerakoll group,390,ITH5
alfasigma,386,ITH5
marazzi group,385,ITH5
granarolo s.p.a.,380,ITH5
cmc cooperativa muratori e cementisti di ravenna,368,ITH5
coesia s.p.a.,364,ITH5
edmark international,361,ITH5
trevi s.p.a.,357,ITH5
cpl concordia,350,ITH5
anonima creativa,342,ITH5
in cooperation with deloitte,339,ITH5
alfa wassermann,336,ITH5
liu jo s.p.a,335,ITH5
gruppo amadori,330,ITH5
pinko,325,ITH5
davines,322,ITH5
privatassistenza,313,ITH5
mercatone uno,312,ITH5
best union company s.p.a,309,ITH5
rosetti marino group of companies,309,ITH5
marchesini group s.p.a.,307,ITH5
elettric80 spa,302,ITH5
champion,300,ITH5
smeg,292,ITH5
site spa,292,ITH5
comer industries,291,ITH5
panini,290,ITH5
buongiorno,284,ITH5
micoperi srl,275,ITH5
gruppo teddy,265,ITH5
scuderia toro rosso f1 team,263,ITH5
gvm care & research,262,ITH5
comune di modena,261,ITH5
usl ferrara,256,ITH5
giorgio armani operations,252,ITH5
udaf,251,ITH5
area vasta romagna,240,ITH5
azienda ospedaliera - universitaria di modena,239,ITH5
twin-set simona barbieri,237,ITH5
meccanica,232,ITH5
horsa,231,ITH5
bormioli rocco,228,ITH5
foto,225,ITH5
zanichelli editore s.p.a,220,ITH5
transmec group,220,ITH5
ocme,214,ITH5
cariparma,207,ITH5
polis,203,ITH5
grandvision italy,201,ITH5
faac s.p.a.,198,ITH5
gucci,5182,ITI1
banca monte dei paschi di siena,4225,ITI1
university of florence,2890,ITI1
university of pisa,2075,ITI1
piaggio group,1818,ITI1
menarini group,1806,ITI1
salvatore ferragamo,1392,ITI1
studio tecnico ing. riccardo tognarini e centro promozionale efficienza in edilizia,1274,ITI1
scuola normale superiore,1036,ITI1
libera professione,992,ITI1
scuola superiore sant'anna,849,ITI1
comune di firenze,653,ITI1
university of siena,651,ITI1
findomestic banca spa,599,ITI1
european university institute,539,ITI1
dedalus s.p.a.,489,ITI1
università di siena,428,ITI1
banca etruria,414,ITI1
nwg s.p.a.,404,ITI1
cdc,386,ITI1
dada,381,ITI1
sofidel s.p.a.,379,ITI1
unicoopfirenze s.c.,363,ITI1
ht,363,ITI1
kme,348,ITI1
snai s.p.a,338,ITI1
a.s.d canottieri comunali firenze,303,ITI1
ansaldobreda,302,ITI1
cch® tagetik,301,ITI1
starhotels s.p.a.,293,ITI1
var group,251,ITI1
savino del bene,250,ITI1
aruba s.p.a.,246,ITI1
ids ingegneria dei sistemi s.p.a.,243,ITI1
sammontana s.p.a.,239,ITI1
gruppo aboca,234,ITI1
enegan - luce e gas,233,ITI1
professionalcar,231,ITI1
pqe group,230,ITI1
pramac,227,ITI1
conad del tirreno s.c.,216,ITI1
gpa,211,ITI1
fabio perini s.p.a,201,ITI1
patrizia pepe,198,ITI1
computer gross italia,191,ITI1
jps,189,ITI1
conad superstore,182,ITI1
lucart group,180,ITI1
polimoda,178,ITI1
bassilichi s.p.a.,176,ITI1
azimut|benetti group,173,ITI1
bottega verde,172,ITI1
lucchini spa,171,ITI1
cromology italia,169,ITI1
list spa,169,ITI1
una hotels & resorts,165,ITI1
indire,159,ITI1
infogroup scpa,143,ITI1
cassa di risparmio di san miniato,141,ITI1
ermanno scervino,137,ITI1
luisaviaroma.com,134,ITI1
ctp tecnologie di processo,132,ITI1
"cnr-ifc, national research council institute of clinical physiology",130,ITI1
oxfam italia,129,ITI1
navionics,129,ITI1
molteni farmaceutici,126,ITI1
td group s.p.a.,119,ITI1
hostess & promoter®,116,ITI1
mps capital services,112,ITI1
intarget:,109,ITI1
studio commerciale associato,106,ITI1
clouditalia telecomunicazioni,106,ITI1
h.c.hospital consulting s.p.a.,106,ITI1
qr consulting,103,ITI1
welcome italia,103,ITI1
sime s.r.l.,101,ITI1
seves,100,ITI1
estar - ente di supporto tecnico amministrativo regionale,99,ITI1
isti-cnr,99,ITI1
publiacqua s.p.a.,98,ITI1
svs,98,ITI1
zucchetti centro sistemi spa,95,ITI1
stefano ricci s.p.a.,95,ITI1
my english school italia,94,ITI1
powersoft,92,ITI1
s.a.,89,ITI1
imt lucca institute for advanced studies,88,ITI1
acf fiorentina s.p.a.,87,ITI1
ambiente s.c.,87,ITI1
savino del bene freight forwarders (i) pvt ltd,85,ITI1
benetti,84,ITI1
provincia di pisa,82,ITI1
sse - sirio sistemi elettronici s.p.a.,82,ITI1
marchesi antinori,82,ITI1
del corona & scardigli srl,81,ITI1
euroansa spa,80,ITI1
marchesi de frescobaldi,79,ITI1
terranova software,79,ITI1
azienda usl 8 di arezzo,78,ITI1
progeco engineering service srl (p.e.s. srl),78,ITI1
university of perugia,708,ITI2
università degli studi di perugia,476,ITI2
regione umbria,287,ITI2
studio architettura,232,ITI2
pagine sì! s.p.a.,202,ITI2
banca popolare di spoleto s.p.a.,200,ITI2
elettronica biomedicale srl,164,ITI2
luisa spagnoli,139,ITI2
umbragroup,127,ITI2
università per stranieri di perugia,113,ITI2
liomatic spa,84,ITI2
faist light metals division,82,ITI2
azienda usl umbria 1,80,ITI2
acciai speciali terni,77,ITI2
eles,75,ITI2
tiberina group,72,ITI2
vetrya,71,ITI2
maran credit solution s.p.a.,61,ITI2
oma (officine meccaniche aeronautiche),59,ITI2
a.b. consulting sas,57,ITI2
kemon s.p.a.,55,ITI2
la strada,53,ITI2
avantune,52,ITI2
meccanotecnica umbra group,52,ITI2
azienda ospedaliera di perugia,50,ITI2
ternienergia,48,ITI2
monini spa,42,ITI2
liceo ettore majorana orvieto,42,ITI2
plurima s.p.a.,40,ITI2
concetti s.p.a.,40,ITI2
cmc srl,39,ITI2
globe group srl,39,ITI2
fabiana filippi,38,ITI2
sistematica s.p.a.,38,ITI2
multiplayer.it,37,ITI2
susa spa,37,ITI2
diva international s.r.l.,36,ITI2
manini prefabbricati spa,35,ITI2
k.group,35,ITI2
meta group,34,ITI2
ipi srl,34,ITI2
welcare,33,ITI2
pegaso 2000,33,ITI2
umbra acque spa (acea group),33,ITI2
kimia s.p.a.,32,ITI2
faurecia emissions control technologies italy srl,31,ITI2
green consulting,29,ITI2
the umbra institute,29,ITI2
comune di perugia,29,ITI2
isa italy,29,ITI2
top quality group,28,ITI2
casse di risparmio dell'umbria spa,28,ITI2
angelantoni test technologies srl,28,ITI2
afea,28,ITI2
sir safety system spa,27,ITI2
archimede solar energy,27,ITI2
telematica italia,27,ITI2
cbl electronics,27,ITI2
edotto srl,26,ITI2
netaddiction,26,ITI2
vimer s.r.l.,25,ITI2
thyssenkrupp acciai speciali terni s.p.a.,25,ITI2
pcs group - professional computing solutions,25,ITI2
sunerg solar srl,25,ITI2
pizeta pharma s.p.a.,25,ITI2
cancelloni food service s.p.a.,25,ITI2
jobnet,24,ITI2
qfp,24,ITI2
art spa,24,ITI2
renzini alta norcineria,24,ITI2
aspasiel a company of  acciai speciali terni,24,ITI2
ecobyte technology,23,ITI2
s&r farmaceutici s.p.a.,22,ITI2
chef academy italy,22,ITI2
nexo corporation srl,21,ITI2
actl,21,ITI2
tagina ceramiche d'arte s.p.a.,21,ITI2
afb net s.r.l.,21,ITI2
movieplayer.it,21,ITI2
sitem,21,ITI2
webred,21,ITI2
marcantonini srl,19,ITI2
termoidraulica r.v.,18,ITI2
margaritelli ltd,18,ITI2
sangemini spa,18,ITI2
cementerie aldo barbetti spa,17,ITI2
nid - nuovo istituto design,17,ITI2
costa d'oro s.p.a.,17,ITI2
servizi associati soc. coop,17,ITI2
bonifazi franchising s.r.l.,17,ITI2
arnaldo caprai,17,ITI2
+energia s.p.a.,16,ITI2
conagit s.p.a.,16,ITI2
esterni,16,ITI2
faist componenti spa,16,ITI2
rossi srl mercedes-benz,16,ITI2
biotecnologiebt srl,16,ITI2
m.c. system s.r.l.,15,ITI2
crimo italia s.r.l.,15,ITI2
tiberina solutions srl,15,ITI2
indesit company,1401,ITI3
ariston thermo group,1156,ITI3
università politecnica delle marche,981,ITI3
biesse group,739,ITI3
medisur,732,ITI3
teamsystem,707,ITI3
ospedali riuniti ancona,509,ITI3
elica,439,ITI3
renco s.p.a.,428,ITI3
university of urbino,358,ITI3
iguzzini,303,ITI3
università degli studi di urbino 'carlo bo',264,ITI3
loccioni group,255,ITI3
banca dell'adriatico,247,ITI3
agente di commercio,246,ITI3
all 3,242,ITI3
università di macerata,232,ITI3
eden viaggi,209,ITI3
sida group srl,201,ITI3
enereco s.p.a.,167,ITI3
ask industries,140,ITI3
ica group,138,ITI3
clementoni,123,ITI3
scavolini s.p.a.,118,ITI3
edif,117,ITI3
lega del filo d'oro - onlus,104,ITI3
faber s.p.a,103,ITI3
metisoft spa,103,ITI3
filippetti spa,101,ITI3
apra informatica,98,ITI3
arena water instinct,92,ITI3
rainbow s.p.a.,87,ITI3
cavalera,84,ITI3
ismea,78,ITI3
fileni,78,ITI3
gruppo pieralisi,75,ITI3
essere benessere spa,75,ITI3
websolute,70,ITI3
lube industries,66,ITI3
aethra,66,ITI3
sigma spa,65,ITI3
somacis,63,ITI3
fanese,62,ITI3
roal electronics,62,ITI3
teuco guzzini spa,61,ITI3
la bottega s.p.a.,60,ITI3
trevalli cooperlat,59,ITI3
benelli armi s.p.a.,57,ITI3
schnell spa,56,ITI3
berloni spa,56,ITI3
pluservice s.r.l.,56,ITI3
techfem s.p.a. - human & sustainable engineering,54,ITI3
ien,54,ITI3
inrca - istituto nazionale riposo e cura anziani,52,ITI3
ggf group,52,ITI3
it consult,52,ITI3
brosway - bros manifatture,52,ITI3
rivacold srl,52,ITI3
ax - amicucci formazione,50,ITI3
clabo group spa,49,ITI3
simam s.p.a.,48,ITI3
imesa spa,46,ITI3
azienda ospedaliera ospedali riuniti marche nord,45,ITI3
bbc,45,ITI3
guzzini s.p.a.,44,ITI3
ifi s.p.a.,44,ITI3
garofoli spa,41,ITI3
ots spa overseas transport system,41,ITI3
gruppo gabrielli,41,ITI3
qs group s.p.a.,40,ITI3
thermowatt - ariston thermo group,38,ITI3
carifac - cassa risparmio fabriano e cupramontana,37,ITI3
halley informatica srl,37,ITI3
nuova simonelli s.p.a.,36,ITI3
sogein,36,ITI3
tvs spa,36,ITI3
cart,36,ITI3
isa yachts,36,ITI3
eme srl,35,ITI3
navigazione montanari s.p.a.,35,ITI3
labirinto cooperativa sociale,35,ITI3
vigilar srl vigilanza privata,34,ITI3
elantas europe srl.,34,ITI3
oogroup - ophthalmic pharmaceutical group,33,ITI3
istao - istituto adriano olivetti,33,ITI3
rays spa,32,ITI3
sh sistemi s.r.l.,32,ITI3
l'autre chose,32,ITI3
biesse group australia,31,ITI3
roland dg mid europe,31,ITI3
ernestomeda,31,ITI3
s.e.i.c. srl,31,ITI3
inpress di e. rossi,30,ITI3
arena water instinct,30,ITI3
hp composites srl,30,ITI3
streetlib.com,30,ITI3
a.s.a. impianti di luzietti andrea,29,ITI3
tecnowind s.p.a.,29,ITI3
loriblu,29,ITI3
ap automotive products srl,29,ITI3
leonardo,12458,ITI4
eni,12321,ITI4
poste italiane,11009,ITI4
enel,8892,ITI4
ministero della difesa,5615,ITI4
world food programme,5526,ITI4
fao,5325,ITI4
"university of rome ""la sapienza""",4488,ITI4
bnl gruppo bnp paribas,4330,ITI4
engineering ingegneria informatica spa,4085,ITI4
alitalia compagnia aerea italiana spa,3705,ITI4
trenitalia s.p.a.,2915,ITI4
consiglio nazionale delle ricerche,2884,ITI4
studio commercialista,2783,ITI4
